source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_inverter,40101,pSmartloadL2,fixed,pSmartloadL2,Smart load active power L2,Real power on smart-load phase L2. Data code: 40101.pSmartloadL2,int32,W,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qSmartloadL2,fixed,qSmartloadL2,Smart load reactive power L2,Reactive power on smart-load phase L2. Data code: 40101.qSmartloadL2,int32,Var,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sSmartloadL2,fixed,sSmartloadL2,Smart load apparent power L2,Apparent power on smart-load phase L2. Data code: 40101.sSmartloadL2,uint32,VA,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfSmartloadL2,fixed,pfSmartloadL2,Smart load power factor L2,Power factor on smart-load phase L2. Data code: 40101.pfSmartloadL2,int16,N/A,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings
ss40k_inverter,40101,iSmartloadL2,fixed,iSmartloadL2,Smart load current L2,RMS current on smart-load phase L2. Data code: 40101.iSmartloadL2,int32,A,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vSmartloadL23,fixed,vSmartloadL23,Smart load voltage L2-L3,Line-to-line voltage between L2 and L3 at the smart-load connection. Data code: 40101.vSmartloadL23,uint16,V,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vSmartloadL2N,fixed,vSmartloadL2N,Smart load voltage L2-N,Line-to-neutral voltage on phase L2 at the smart-load connection. Data code: 40101.vSmartloadL2N,uint16,V,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,pSmartloadL3,fixed,pSmartloadL3,Smart load active power L3,Real power on smart-load phase L3. Data code: 40101.pSmartloadL3,int32,W,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qSmartloadL3,fixed,qSmartloadL3,Smart load reactive power L3,Reactive power on smart-load phase L3. Data code: 40101.qSmartloadL3,int32,Var,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sSmartloadL3,fixed,sSmartloadL3,Smart load apparent power L3,Apparent power on smart-load phase L3. Data code: 40101.sSmartloadL3,uint32,VA,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfSmartloadL3,fixed,pfSmartloadL3,Smart load power factor L3,Power factor on smart-load phase L3. Data code: 40101.pfSmartloadL3,int16,N/A,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings
ss40k_inverter,40101,iSmartloadL3,fixed,iSmartloadL3,Smart load current L3,RMS current on smart-load phase L3. Data code: 40101.iSmartloadL3,int32,A,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vSmartloadL31,fixed,vSmartloadL31,Smart load voltage L3-L1,Line-to-line voltage between L3 and L1 at the smart-load connection. Data code: 40101.vSmartloadL31,uint16,V,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vSmartloadL3N,fixed,vSmartloadL3N,Smart load voltage L3-N,Line-to-neutral voltage on phase L3 at the smart-load connection. Data code: 40101.vSmartloadL3N,uint16,V,Smart Load,,Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,smartloadActFlg,fixed,smartloadActFlg,Smart load active flag,Indicates whether smart-load functionality is enabled. Data code: 40101.smartloadActFlg,enum16,N/A,Smart Load,"{0: 'Not activated', 1: 'Activated'}",Level of Detail: Complete; Equipment: Inverter; Component: Smart Load; Type of Data: Readings; Type of Data: Status
ss40k_inverter,40101,reserved11,fixed,reserved11,Reserved,Reserved register. Data code: 40101.reserved11,string,N/A,Smart Load,,
ss40k_inverter,40101,A_SF,fixed,A_SF,A_SF,Current scale factor register. Data code: 40101.A_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,V_SF,fixed,V_SF,V_SF,Voltage scale factor register. Data code: 40101.V_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Vcell_SF,fixed,Vcell_SF,Vcell_SF,Cell-voltage scale factor register. Data code: 40101.Vcell_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Hz_SF,fixed,Hz_SF,Hz_SF,Frequency scale factor register. Data code: 40101.Hz_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,W_SF,fixed,W_SF,W_SF,Active-power scale factor register. Data code: 40101.W_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,PF_SF,fixed,PF_SF,PF_SF,Power-factor scale factor register. Data code: 40101.PF_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,VA_SF,fixed,VA_SF,VA_SF,Apparent-power scale factor register. Data code: 40101.VA_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Var_SF,fixed,Var_SF,Var_SF,Reactive-power scale factor register. Data code: 40101.Var_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Tmp_SF,fixed,Tmp_SF,Tmp_SF,Temperature scale factor register. Data code: 40101.Tmp_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Pct_SF,fixed,Pct_SF,Pct_SF,Percent scale factor register. Data code: 40101.Pct_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,Ah_SF,fixed,Ah_SF,Ah_SF,Amp-hour scale factor register. Data code: 40101.Ah_SF,sunssf,N/A,Scale Factors,,
ss40k_inverter,40101,reserved12,fixed,reserved12,Reserved,Reserved register. Data code: 40101.reserved12,string,N/A,Scale Factors,,
ss40k_inverter,40102,ID,fixed,ID,Device ID,Unique identifier for this data block. Data code: 40102.ID,uint16,N/A,General,,
ss40k_inverter,40102,L,fixed,L,Register Length,Number of registers in this block. Data code: 40102.L,uint16,N/A,General,,
ss40k_inverter,40102,siteID,fixed,siteID,Site Identifier,Unique identifier for the installation site. Data code: 40102.siteID,uint32,N/A,Site information,,
ss40k_inverter,40102,reserved1,fixed,reserved1,Reserved,Reserved for future use. Data code: 40102.reserved1,string,N/A,Site information,,
ss40k_inverter,40102,SN,fixed,SN,Device Serial Number,Unique serial number of the inverter or system controller. Data code: 40102.SN,string,N/A,PCS information,,
ss40k_inverter,40102,reserved2,fixed,reserved2,Reserved,Reserved for future use. Data code: 40102.reserved2,string,N/A,PCS information,,
ss40k_inverter,40102,ePvTdy,fixed,ePvTdy,PV Energy Today,Total photovoltaic energy generated today. Data code: 40102.ePvTdy,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePvTot,fixed,ePvTot,PV Energy Total,Cumulative photovoltaic energy generated since installation. Data code: 40102.ePvTot,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv1Tot,fixed,ePv1Tot,PV1 Energy Total,Total lifetime energy produced by PV string 1. Data code: 40102.ePv1Tot,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv1Tdy,fixed,ePv1Tdy,PV1 Energy Today,Energy generated today by PV string 1. Data code: 40102.ePv1Tdy,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv2Tot,fixed,ePv2Tot,PV2 Energy Total,Total lifetime energy produced by PV string 2. Data code: 40102.ePv2Tot,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv2Tdy,fixed,ePv2Tdy,PV2 Energy Today,Energy generated today by PV string 2. Data code: 40102.ePv2Tdy,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv3Tot,fixed,ePv3Tot,PV3 Energy Total,Total lifetime energy produced by PV string 3. Data code: 40102.ePv3Tot,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,ePv3Tdy,fixed,ePv3Tdy,PV3 Energy Today,Energy generated today by PV string 3. Data code: 40102.ePv3Tdy,uint32,Wh,DC-PV  Energy,,Level of Detail: Complete; Equipment: Inverter; Component: PV-DC; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,reserved3,fixed,reserved3,Reserved,Reserved for future use. Data code: 40102.reserved3,string,N/A,DC-PV  Energy,,
ss40k_inverter,40102,eBatChgTdy,fixed,eBatChgTdy,Battery Charge Energy Today,Energy charged into the battery today. This value is read from the inverter. Data code: 40102.eBatChgTdy,uint32,Wh,Battery Energy,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBatChgTot,fixed,eBatChgTot,Battery Charge Energy Total,Total lifetime energy charged into the battery. This value is read from the inverter. Data code: 40102.eBatChgTot,uint32,Wh,Battery Energy,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBatDischgTdy,fixed,eBatDischgTdy,Battery Discharge Energy Today,Energy discharged from the battery today. This value is read from the inverter. Data code: 40102.eBatDischgTdy,uint32,Wh,Battery Energy,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBatDischgTot,fixed,eBatDischgTot,Battery Discharge Energy Total,Total lifetime energy discharged from the battery. This value is read from the inverter. Data code: 40102.eBatDischgTot,uint32,Wh,Battery Energy,,Level of Detail: Complete; Equipment: Battery; Component: Battery; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,reserved4,fixed,reserved4,Reserved,Reserved for future use. Data code: 40102.reserved4,string,N/A,Battery Energy,,
ss40k_inverter,40102,eInvTdy,fixed,eInvTdy,Inverter Output Energy Today,Energy output from the inverter today. Data code: 40102.eInvTdy,uint16,Wh,Inverter,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eInvTot,fixed,eInvTot,Inverter Output Energy Total,Total lifetime energy output from the inverter. Data code: 40102.eInvTot,uint32,Wh,Inverter,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eRecTdy,fixed,eRecTdy,Rectifier Energy Today,Energy recovered or rectified today. Data code: 40102.eRecTdy,uint16,Wh,Inverter,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eRecTot,fixed,eRecTot,Rectifier Energy Total,Total lifetime recovered or rectified energy. Data code: 40102.eRecTot,uint32,Wh,Inverter,,Level of Detail: Complete; Equipment: Inverter; Component: AC Side; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eGridImpTot,fixed,eGridImpTot,Grid Import Energy Total,Total energy imported from the grid. Data code: 40102.eGridImpTot,uint32,Wh,Grid Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eGridExpTot,fixed,eGridExpTot,Grid Export Energy Total,Total energy exported to the grid. Data code: 40102.eGridExpTot,uint32,Wh,Grid Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Energy; Feature: Selling Power
ss40k_inverter,40102,eGridImpTdy,fixed,eGridImpTdy,Grid Import Energy Today,Energy imported from the grid today. Data code: 40102.eGridImpTdy,uint32,Wh,Grid Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eGridExpTdy,fixed,eGridExpTdy,Grid Export Energy Today,Energy exported to the grid today. Data code: 40102.eGridExpTdy,uint32,Wh,Grid Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Energy; Feature: Selling Power
ss40k_inverter,40102,reserved5,fixed,reserved5,Reserved,Reserved for future use. Data code: 40102.reserved5,string,N/A,Grid Energy,,
ss40k_inverter,40102,eBkupTdy,fixed,eBkupTdy,Backup Energy Today,Energy supplied to backup loads today. Data code: 40102.eBkupTdy,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupTot,fixed,eBkupTot,Backup Energy Total,Cumulative energy supplied to backup loads. Data code: 40102.eBkupTot,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL1Tdy,fixed,eBkupL1Tdy,Backup L1 Energy Today,Energy supplied to backup load phase L1 today. Data code: 40102.eBkupL1Tdy,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL2Tdy,fixed,eBkupL2Tdy,Backup L2 Energy Today,Energy supplied to backup load phase L2 today. Data code: 40102.eBkupL2Tdy,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL3Tdy,fixed,eBkupL3Tdy,Backup L3 Energy Today,Energy supplied to backup load phase L3 today. Data code: 40102.eBkupL3Tdy,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL1Tot,fixed,eBkupL1Tot,Backup L1 Energy Total,Cumulative energy supplied to backup load phase L1. Data code: 40102.eBkupL1Tot,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL2Tot,fixed,eBkupL2Tot,Backup L2 Energy Total,Cumulative energy supplied to backup load phase L2. Data code: 40102.eBkupL2Tot,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eBkupL3Tot,fixed,eBkupL3Tot,Backup L3 Energy Total,Cumulative energy supplied to backup load phase L3. Data code: 40102.eBkupL3Tot,uint32,Wh,Backup Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,reserved6,fixed,reserved6,Reserved,Reserved for future use. Data code: 40102.reserved6,string,N/A,Backup Energy,,
ss40k_inverter,40102,eLoadTot,fixed,eLoadTot,Load Energy Total,Cumulative total energy consumed by loads. Data code: 40102.eLoadTot,uint32,Wh,load Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Building Load; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eLoadTdy,fixed,eLoadTdy,Load Energy Today,Total energy consumed by loads today. Data code: 40102.eLoadTdy,uint32,Wh,load Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Building Load; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,reserved7,fixed,reserved7,Reserved,Reserved for future use. Data code: 40102.reserved7,string,N/A,load Energy,,
ss40k_inverter,40102,eGenTdy,fixed,eGenTdy,Generator Energy Today,Energy supplied by the generator today. Data code: 40102.eGenTdy,uint32,Wh,Generator Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Readings; Unit: Energy
ss40k_inverter,40102,eGenTot,fixed,eGenTot,Generator Energy Total,Cumulative total energy supplied by the generator. Data code: 40102.eGenTot,uint32,Wh,Generator Energy,,Level of Detail: Complete; Equipment: Inverter; Component: Generator; Type of Data: Readings; Unit: Energy
